"date","polling_firm","party","supp"
2022-01-28,"INSA","FW",NA
2022-01-28,"INSA","BSW",NA
2022-01-27,"Forschungsgruppe Wahlen","SPD",24
2022-01-27,"Forschungsgruppe Wahlen","Union",23
2022-01-27,"Forschungsgruppe Wahlen","Green",18
2022-01-27,"Forschungsgruppe Wahlen","FDP",10
2022-01-27,"Forschungsgruppe Wahlen","AfD",10
2022-01-27,"Forschungsgruppe Wahlen","Linke",7
2022-01-27,"Forschungsgruppe Wahlen","FW",NA
2022-01-27,"Forschungsgruppe Wahlen","BSW",NA
2022-01-25,"YouGov","SPD",23
2022-01-25,"YouGov","Union",26
2022-01-25,"YouGov","Green",15
2022-01-25,"YouGov","FDP",8
2022-01-25,"YouGov","AfD",12
2022-01-25,"YouGov","Linke",8
2022-01-25,"YouGov","FW",2
2022-01-25,"YouGov","BSW",NA
2022-01-25,"Kantar","SPD",24
2022-01-25,"Kantar","Union",24
2022-01-25,"Kantar","Green",18
2022-01-25,"Kantar","FDP",10
2022-01-25,"Kantar","AfD",10
2022-01-25,"Kantar","Linke",6
2022-01-25,"Kantar","FW",NA
2022-01-25,"Kantar","BSW",NA
2022-01-24,"INSA","SPD",26
2022-01-24,"INSA","Union",24
2022-01-24,"INSA","Green",15
2022-01-24,"INSA","FDP",11.5
2022-01-24,"INSA","AfD",11
2022-01-24,"INSA","Linke",6
2022-01-24,"INSA","FW",NA
2022-01-24,"INSA","BSW",NA
2022-01-24,"Forsa","SPD",25
2022-01-24,"Forsa","Union",24
2022-01-24,"Forsa","Green",16
2022-01-24,"Forsa","FDP",10
2022-01-24,"Forsa","AfD",10
2022-01-24,"Forsa","Linke",6
2022-01-24,"Forsa","FW",NA
2022-01-24,"Forsa","BSW",NA
2022-01-21,"INSA","SPD",26
2022-01-21,"INSA","Union",23
2022-01-21,"INSA","Green",16
2022-01-21,"INSA","FDP",12
2022-01-21,"INSA","AfD",12
2022-01-21,"INSA","Linke",6
2022-01-21,"INSA","FW",NA
2022-01-21,"INSA","BSW",NA
2022-01-20,"Allensbach","SPD",27.5
2022-01-20,"Allensbach","Union",23
2022-01-20,"Allensbach","Green",14.5
2022-01-20,"Allensbach","FDP",12.5
2022-01-20,"Allensbach","AfD",10
2022-01-20,"Allensbach","Linke",5.5
2022-01-20,"Allensbach","FW",NA
2022-01-20,"Allensbach","BSW",NA
2022-01-19,"Infratest dimap","SPD",25
2022-01-19,"Infratest dimap","Union",24
2022-01-19,"Infratest dimap","Green",16
2022-01-19,"Infratest dimap","FDP",10
2022-01-19,"Infratest dimap","AfD",12
2022-01-19,"Infratest dimap","Linke",5
2022-01-19,"Infratest dimap","FW",NA
2022-01-19,"Infratest dimap","BSW",NA
2022-01-18,"Wahlkreisprognose","SPD",27.5
2022-01-18,"Wahlkreisprognose","Union",22.5
2022-01-18,"Wahlkreisprognose","Green",17
2022-01-18,"Wahlkreisprognose","FDP",10.5
2022-01-18,"Wahlkreisprognose","AfD",10
2022-01-18,"Wahlkreisprognose","Linke",4.5
2022-01-18,"Wahlkreisprognose","FW",NA
2022-01-18,"Wahlkreisprognose","BSW",NA
2022-01-18,"Kantar","SPD",26
2022-01-18,"Kantar","Union",22
2022-01-18,"Kantar","Green",17
2022-01-18,"Kantar","FDP",9
2022-01-18,"Kantar","AfD",12
2022-01-18,"Kantar","Linke",6
2022-01-18,"Kantar","FW",NA
2022-01-18,"Kantar","BSW",NA
2022-01-17,"INSA","SPD",26
2022-01-17,"INSA","Union",22.5
2022-01-17,"INSA","Green",15.5
2022-01-17,"INSA","FDP",12
2022-01-17,"INSA","AfD",12
2022-01-17,"INSA","Linke",6
2022-01-17,"INSA","FW",NA
2022-01-17,"INSA","BSW",NA
2022-01-17,"Forsa","SPD",25
2022-01-17,"Forsa","Union",25
2022-01-17,"Forsa","Green",16
2022-01-17,"Forsa","FDP",10
2022-01-17,"Forsa","AfD",10
2022-01-17,"Forsa","Linke",5
2022-01-17,"Forsa","FW",NA
2022-01-17,"Forsa","BSW",NA
2022-01-14,"INSA","SPD",27
2022-01-14,"INSA","Union",23
2022-01-14,"INSA","Green",16
2022-01-14,"INSA","FDP",11
2022-01-14,"INSA","AfD",12
2022-01-14,"INSA","Linke",5
2022-01-14,"INSA","FW",NA
2022-01-14,"INSA","BSW",NA
2022-01-13,"Forschungsgruppe Wahlen","SPD",27
2022-01-13,"Forschungsgruppe Wahlen","Union",22
2022-01-13,"Forschungsgruppe Wahlen","Green",16
2022-01-13,"Forschungsgruppe Wahlen","FDP",11
2022-01-13,"Forschungsgruppe Wahlen","AfD",10
2022-01-13,"Forschungsgruppe Wahlen","Linke",6
2022-01-13,"Forschungsgruppe Wahlen","FW",NA
2022-01-13,"Forschungsgruppe Wahlen","BSW",NA
2022-01-11,"Kantar","SPD",26
2022-01-11,"Kantar","Union",23
2022-01-11,"Kantar","Green",17
2022-01-11,"Kantar","FDP",10
2022-01-11,"Kantar","AfD",10
2022-01-11,"Kantar","Linke",6
2022-01-11,"Kantar","FW",NA
2022-01-11,"Kantar","BSW",NA
2022-01-10,"INSA","SPD",26.5
2022-01-10,"INSA","Union",23
2022-01-10,"INSA","Green",15
2022-01-10,"INSA","FDP",12
2022-01-10,"INSA","AfD",12
2022-01-10,"INSA","Linke",5
2022-01-10,"INSA","FW",NA
2022-01-10,"INSA","BSW",NA
2022-01-10,"Forsa","SPD",25
2022-01-10,"Forsa","Union",25
2022-01-10,"Forsa","Green",17
2022-01-10,"Forsa","FDP",10
2022-01-10,"Forsa","AfD",9
2022-01-10,"Forsa","Linke",5
2022-01-10,"Forsa","FW",NA
2022-01-10,"Forsa","BSW",NA
2022-01-09,"Ipsos","SPD",25
2022-01-09,"Ipsos","Union",21
2022-01-09,"Ipsos","Green",15
2022-01-09,"Ipsos","FDP",11
2022-01-09,"Ipsos","AfD",12
2022-01-09,"Ipsos","Linke",6
2022-01-09,"Ipsos","FW",NA
2022-01-09,"Ipsos","BSW",NA
2022-01-07,"INSA","SPD",27
2022-01-07,"INSA","Union",23
2022-01-07,"INSA","Green",16
2022-01-07,"INSA","FDP",12
2022-01-07,"INSA","AfD",11
2022-01-07,"INSA","Linke",5
2022-01-07,"INSA","FW",NA
2022-01-07,"INSA","BSW",NA
2022-01-05,"Infratest dimap","SPD",26
2022-01-05,"Infratest dimap","Union",23
2022-01-05,"Infratest dimap","Green",16
2022-01-05,"Infratest dimap","FDP",11
2022-01-05,"Infratest dimap","AfD",11
2022-01-05,"Infratest dimap","Linke",5
2022-01-05,"Infratest dimap","FW",NA
2022-01-05,"Infratest dimap","BSW",NA
2022-01-03,"INSA","SPD",26.5
2022-01-03,"INSA","Union",23
2022-01-03,"INSA","Green",15.5
2022-01-03,"INSA","FDP",11
2022-01-03,"INSA","AfD",11.5
2022-01-03,"INSA","Linke",6
2022-01-03,"INSA","FW",NA
2022-01-03,"INSA","BSW",NA
2022-01-03,"GMS","SPD",26
2022-01-03,"GMS","Union",24
2022-01-03,"GMS","Green",16
2022-01-03,"GMS","FDP",12
2022-01-03,"GMS","AfD",11
2022-01-03,"GMS","Linke",4
2022-01-03,"GMS","FW",NA
2022-01-03,"GMS","BSW",NA
2021-12-30,"INSA","SPD",27
2021-12-30,"INSA","Union",24
2021-12-30,"INSA","Green",16
2021-12-30,"INSA","FDP",10
2021-12-30,"INSA","AfD",11
2021-12-30,"INSA","Linke",5
2021-12-30,"INSA","FW",NA
2021-12-30,"INSA","BSW",NA
2021-12-23,"INSA","SPD",28
2021-12-23,"INSA","Union",23
2021-12-23,"INSA","Green",15
2021-12-23,"INSA","FDP",11
2021-12-23,"INSA","AfD",11
2021-12-23,"INSA","Linke",5
2021-12-23,"INSA","FW",NA
2021-12-23,"INSA","BSW",NA
2021-12-20,"INSA","SPD",27.5
2021-12-20,"INSA","Union",21.5
2021-12-20,"INSA","Green",14.5
2021-12-20,"INSA","FDP",13
2021-12-20,"INSA","AfD",11.5
2021-12-20,"INSA","Linke",5.5
2021-12-20,"INSA","FW",NA
2021-12-20,"INSA","BSW",NA
2021-12-20,"Forsa","SPD",26
2021-12-20,"Forsa","Union",24
2021-12-20,"Forsa","Green",16
2021-12-20,"Forsa","FDP",10
2021-12-20,"Forsa","AfD",9
2021-12-20,"Forsa","Linke",5
2021-12-20,"Forsa","FW",NA
2021-12-20,"Forsa","BSW",NA
2021-12-19,"Wahlkreisprognose","SPD",30
2021-12-19,"Wahlkreisprognose","Union",21.5
2021-12-19,"Wahlkreisprognose","Green",14.5
2021-12-19,"Wahlkreisprognose","FDP",11.5
2021-12-19,"Wahlkreisprognose","AfD",10
2021-12-19,"Wahlkreisprognose","Linke",4
2021-12-19,"Wahlkreisprognose","FW",NA
2021-12-19,"Wahlkreisprognose","BSW",NA
2021-12-18,"INSA","SPD",27
2021-12-18,"INSA","Union",23
2021-12-18,"INSA","Green",14
2021-12-18,"INSA","FDP",12
2021-12-18,"INSA","AfD",12
2021-12-18,"INSA","Linke",5
2021-12-18,"INSA","FW",NA
2021-12-18,"INSA","BSW",NA
2021-12-16,"Kantar","SPD",27
2021-12-16,"Kantar","Union",22
2021-12-16,"Kantar","Green",16
2021-12-16,"Kantar","FDP",11
2021-12-16,"Kantar","AfD",11
2021-12-16,"Kantar","Linke",5
2021-12-16,"Kantar","FW",NA
2021-12-16,"Kantar","BSW",NA
2021-12-15,"Allensbach","SPD",26
2021-12-15,"Allensbach","Union",24
2021-12-15,"Allensbach","Green",15
2021-12-15,"Allensbach","FDP",13
2021-12-15,"Allensbach","AfD",10.5
2021-12-15,"Allensbach","Linke",5
2021-12-15,"Allensbach","FW",NA
2021-12-15,"Allensbach","BSW",NA
2021-12-14,"YouGov","SPD",27
2021-12-14,"YouGov","Union",23
2021-12-14,"YouGov","Green",16
2021-12-14,"YouGov","FDP",10
2021-12-14,"YouGov","AfD",11
2021-12-14,"YouGov","Linke",6
2021-12-14,"YouGov","FW",2
2021-12-14,"YouGov","BSW",NA
2021-12-14,"Kantar","SPD",27
2021-12-14,"Kantar","Union",22
2021-12-14,"Kantar","Green",16
2021-12-14,"Kantar","FDP",11
2021-12-14,"Kantar","AfD",10
2021-12-14,"Kantar","Linke",5
2021-12-14,"Kantar","FW",NA
2021-12-14,"Kantar","BSW",NA
2021-12-13,"INSA","SPD",27
2021-12-13,"INSA","Union",22
2021-12-13,"INSA","Green",14.5
2021-12-13,"INSA","FDP",13
2021-12-13,"INSA","AfD",11.5
2021-12-13,"INSA","Linke",5.5
2021-12-13,"INSA","FW",NA
2021-12-13,"INSA","BSW",NA
2021-12-13,"Forsa","SPD",26
2021-12-13,"Forsa","Union",23
2021-12-13,"Forsa","Green",15
2021-12-13,"Forsa","FDP",11
2021-12-13,"Forsa","AfD",10
2021-12-13,"Forsa","Linke",5
2021-12-13,"Forsa","FW",NA
2021-12-13,"Forsa","BSW",NA
2021-12-10,"INSA","SPD",26
2021-12-10,"INSA","Union",22
2021-12-10,"INSA","Green",15
2021-12-10,"INSA","FDP",13
2021-12-10,"INSA","AfD",11
2021-12-10,"INSA","Linke",5
2021-12-10,"INSA","FW",NA
2021-12-10,"INSA","BSW",NA
2021-12-09,"Forschungsgruppe Wahlen","SPD",28
2021-12-09,"Forschungsgruppe Wahlen","Union",21
2021-12-09,"Forschungsgruppe Wahlen","Green",17
2021-12-09,"Forschungsgruppe Wahlen","FDP",12
2021-12-09,"Forschungsgruppe Wahlen","AfD",10
2021-12-09,"Forschungsgruppe Wahlen","Linke",5
2021-12-09,"Forschungsgruppe Wahlen","FW",NA
2021-12-09,"Forschungsgruppe Wahlen","BSW",NA
2021-12-08,"Infratest dimap","SPD",26
2021-12-08,"Infratest dimap","Union",23
2021-12-08,"Infratest dimap","Green",16
2021-12-08,"Infratest dimap","FDP",12
2021-12-08,"Infratest dimap","AfD",11
2021-12-08,"Infratest dimap","Linke",5
2021-12-08,"Infratest dimap","FW",NA
2021-12-08,"Infratest dimap","BSW",NA
2021-12-08,"Civey","SPD",27
2021-12-08,"Civey","Union",23
2021-12-08,"Civey","Green",15
2021-12-08,"Civey","FDP",11
2021-12-08,"Civey","AfD",11
2021-12-08,"Civey","Linke",5
2021-12-08,"Civey","FW",NA
2021-12-08,"Civey","BSW",NA
2021-12-07,"Kantar","SPD",28
2021-12-07,"Kantar","Union",21
2021-12-07,"Kantar","Green",15
2021-12-07,"Kantar","FDP",11
2021-12-07,"Kantar","AfD",11
2021-12-07,"Kantar","Linke",5
2021-12-07,"Kantar","FW",3
2021-12-07,"Kantar","BSW",NA
2021-12-06,"INSA","SPD",26
2021-12-06,"INSA","Union",22
2021-12-06,"INSA","Green",15
2021-12-06,"INSA","FDP",13.5
2021-12-06,"INSA","AfD",11.5
2021-12-06,"INSA","Linke",5.5
2021-12-06,"INSA","FW",NA
2021-12-06,"INSA","BSW",NA
2021-12-06,"Wahlkreisprognose","SPD",29
2021-12-06,"Wahlkreisprognose","Union",18
2021-12-06,"Wahlkreisprognose","Green",16.5
2021-12-06,"Wahlkreisprognose","FDP",13.5
2021-12-06,"Wahlkreisprognose","AfD",11
2021-12-06,"Wahlkreisprognose","Linke",4
2021-12-06,"Wahlkreisprognose","FW",NA
2021-12-06,"Wahlkreisprognose","BSW",NA
2021-12-06,"Forsa","SPD",25
2021-12-06,"Forsa","Union",22
2021-12-06,"Forsa","Green",17
2021-12-06,"Forsa","FDP",11
2021-12-06,"Forsa","AfD",10
2021-12-06,"Forsa","Linke",5
2021-12-06,"Forsa","FW",NA
2021-12-06,"Forsa","BSW",NA
2021-12-03,"INSA","SPD",26
2021-12-03,"INSA","Union",21
2021-12-03,"INSA","Green",15
2021-12-03,"INSA","FDP",13
2021-12-03,"INSA","AfD",12
2021-12-03,"INSA","Linke",5
2021-12-03,"INSA","FW",NA
2021-12-03,"INSA","BSW",NA
2021-12-01,"Infratest dimap","SPD",25
2021-12-01,"Infratest dimap","Union",23
2021-12-01,"Infratest dimap","Green",17
2021-12-01,"Infratest dimap","FDP",12
2021-12-01,"Infratest dimap","AfD",11
2021-12-01,"Infratest dimap","Linke",5
2021-12-01,"Infratest dimap","FW",NA
2021-12-01,"Infratest dimap","BSW",NA
2021-12-01,"Civey","SPD",26
2021-12-01,"Civey","Union",24
2021-12-01,"Civey","Green",15
2021-12-01,"Civey","FDP",11
2021-12-01,"Civey","AfD",11
2021-12-01,"Civey","Linke",5
2021-12-01,"Civey","FW",NA
2021-12-01,"Civey","BSW",NA
2021-11-30,"Kantar","SPD",27
2021-11-30,"Kantar","Union",20
2021-11-30,"Kantar","Green",16
2021-11-30,"Kantar","FDP",12
2021-11-30,"Kantar","AfD",11
2021-11-30,"Kantar","Linke",6
2021-11-30,"Kantar","FW",NA
2021-11-30,"Kantar","BSW",NA
2021-11-29,"INSA","SPD",25
2021-11-29,"INSA","Union",21
2021-11-29,"INSA","Green",16
2021-11-29,"INSA","FDP",14
2021-11-29,"INSA","AfD",11
2021-11-29,"INSA","Linke",5.5
2021-11-29,"INSA","FW",NA
2021-11-29,"INSA","BSW",NA
2021-11-29,"Forsa","SPD",24
2021-11-29,"Forsa","Union",22
2021-11-29,"Forsa","Green",17
2021-11-29,"Forsa","FDP",12
2021-11-29,"Forsa","AfD",10
2021-11-29,"Forsa","Linke",5
2021-11-29,"Forsa","FW",NA
2021-11-29,"Forsa","BSW",NA
2021-11-26,"INSA","SPD",26
2021-11-26,"INSA","Union",21
2021-11-26,"INSA","Green",15
2021-11-26,"INSA","FDP",13
2021-11-26,"INSA","AfD",12
2021-11-26,"INSA","Linke",6
2021-11-26,"INSA","FW",NA
2021-11-26,"INSA","BSW",NA
2021-11-25,"Forschungsgruppe Wahlen","SPD",28
2021-11-25,"Forschungsgruppe Wahlen","Union",19
2021-11-25,"Forschungsgruppe Wahlen","Green",17
2021-11-25,"Forschungsgruppe Wahlen","FDP",13
2021-11-25,"Forschungsgruppe Wahlen","AfD",11
2021-11-25,"Forschungsgruppe Wahlen","Linke",5
2021-11-25,"Forschungsgruppe Wahlen","FW",NA
2021-11-25,"Forschungsgruppe Wahlen","BSW",NA
2021-11-24,"Infratest dimap","SPD",25
2021-11-24,"Infratest dimap","Union",21
2021-11-24,"Infratest dimap","Green",17
2021-11-24,"Infratest dimap","FDP",13
2021-11-24,"Infratest dimap","AfD",11
2021-11-24,"Infratest dimap","Linke",5
2021-11-24,"Infratest dimap","FW",NA
2021-11-24,"Infratest dimap","BSW",NA
2021-11-24,"Wahlkreisprognose","SPD",27
2021-11-24,"Wahlkreisprognose","Union",22.5
2021-11-24,"Wahlkreisprognose","Green",15.5
2021-11-24,"Wahlkreisprognose","FDP",11.5
2021-11-24,"Wahlkreisprognose","AfD",10
2021-11-24,"Wahlkreisprognose","Linke",5
2021-11-24,"Wahlkreisprognose","FW",NA
2021-11-24,"Wahlkreisprognose","BSW",NA
2021-11-24,"Civey","SPD",25
2021-11-24,"Civey","Union",24
2021-11-24,"Civey","Green",15
2021-11-24,"Civey","FDP",11
2021-11-24,"Civey","AfD",11
2021-11-24,"Civey","Linke",5
2021-11-24,"Civey","FW",NA
2021-11-24,"Civey","BSW",NA
2021-11-23,"YouGov","SPD",25
2021-11-23,"YouGov","Union",23
2021-11-23,"YouGov","Green",16
2021-11-23,"YouGov","FDP",11
2021-11-23,"YouGov","AfD",12
2021-11-23,"YouGov","Linke",6
2021-11-23,"YouGov","FW",2
2021-11-23,"YouGov","BSW",NA
2021-11-23,"Kantar","SPD",24
2021-11-23,"Kantar","Union",22
2021-11-23,"Kantar","Green",18
2021-11-23,"Kantar","FDP",11
2021-11-23,"Kantar","AfD",11
2021-11-23,"Kantar","Linke",6
2021-11-23,"Kantar","FW",NA
2021-11-23,"Kantar","BSW",NA
2021-11-22,"INSA","SPD",26
2021-11-22,"INSA","Union",22
2021-11-22,"INSA","Green",14
2021-11-22,"INSA","FDP",14
2021-11-22,"INSA","AfD",11
2021-11-22,"INSA","Linke",5.5
2021-11-22,"INSA","FW",NA
2021-11-22,"INSA","BSW",NA
2021-11-22,"Forsa","SPD",24
2021-11-22,"Forsa","Union",22
2021-11-22,"Forsa","Green",17
2021-11-22,"Forsa","FDP",12
2021-11-22,"Forsa","AfD",10
2021-11-22,"Forsa","Linke",5
2021-11-22,"Forsa","FW",NA
2021-11-22,"Forsa","BSW",NA
2021-11-19,"INSA","SPD",26
2021-11-19,"INSA","Union",21
2021-11-19,"INSA","Green",15
2021-11-19,"INSA","FDP",13
2021-11-19,"INSA","AfD",12
2021-11-19,"INSA","Linke",5
2021-11-19,"INSA","FW",NA
2021-11-19,"INSA","BSW",NA
2021-11-17,"Civey","SPD",26
2021-11-17,"Civey","Union",23
2021-11-17,"Civey","Green",15
2021-11-17,"Civey","FDP",12
2021-11-17,"Civey","AfD",11
2021-11-17,"Civey","Linke",5
2021-11-17,"Civey","FW",NA
2021-11-17,"Civey","BSW",NA
2021-11-16,"Kantar","SPD",24
2021-11-16,"Kantar","Union",21
2021-11-16,"Kantar","Green",18
2021-11-16,"Kantar","FDP",12
2021-11-16,"Kantar","AfD",11
2021-11-16,"Kantar","Linke",6
2021-11-16,"Kantar","FW",NA
2021-11-16,"Kantar","BSW",NA
2021-11-15,"INSA","SPD",27
2021-11-15,"INSA","Union",21
2021-11-15,"INSA","Green",15
2021-11-15,"INSA","FDP",13
2021-11-15,"INSA","AfD",11.5
2021-11-15,"INSA","Linke",5.5
2021-11-15,"INSA","FW",NA
2021-11-15,"INSA","BSW",NA
2021-11-15,"Forsa","SPD",24
2021-11-15,"Forsa","Union",22
2021-11-15,"Forsa","Green",17
2021-11-15,"Forsa","FDP",12
2021-11-15,"Forsa","AfD",10
2021-11-15,"Forsa","Linke",5
2021-11-15,"Forsa","FW",NA
2021-11-15,"Forsa","BSW",NA
2021-11-12,"INSA","SPD",26
2021-11-12,"INSA","Union",22
2021-11-12,"INSA","Green",15
2021-11-12,"INSA","FDP",13
2021-11-12,"INSA","AfD",11
2021-11-12,"INSA","Linke",5
2021-11-12,"INSA","FW",NA
2021-11-12,"INSA","BSW",NA
2021-11-11,"Forschungsgruppe Wahlen","SPD",28
2021-11-11,"Forschungsgruppe Wahlen","Union",20
2021-11-11,"Forschungsgruppe Wahlen","Green",16
2021-11-11,"Forschungsgruppe Wahlen","FDP",13
2021-11-11,"Forschungsgruppe Wahlen","AfD",11
2021-11-11,"Forschungsgruppe Wahlen","Linke",5
2021-11-11,"Forschungsgruppe Wahlen","FW",NA
2021-11-11,"Forschungsgruppe Wahlen","BSW",NA
2021-11-11,"Allensbach","SPD",27
2021-11-11,"Allensbach","Union",23
2021-11-11,"Allensbach","Green",15
2021-11-11,"Allensbach","FDP",14
2021-11-11,"Allensbach","AfD",9.5
2021-11-11,"Allensbach","Linke",5.5
2021-11-11,"Allensbach","FW",NA
2021-11-11,"Allensbach","BSW",NA
2021-11-10,"Civey","SPD",26
2021-11-10,"Civey","Union",22
2021-11-10,"Civey","Green",15
2021-11-10,"Civey","FDP",13
2021-11-10,"Civey","AfD",11
2021-11-10,"Civey","Linke",5
2021-11-10,"Civey","FW",NA
2021-11-10,"Civey","BSW",NA
2021-11-09,"Kantar","SPD",25
2021-11-09,"Kantar","Union",21
2021-11-09,"Kantar","Green",16
2021-11-09,"Kantar","FDP",14
2021-11-09,"Kantar","AfD",10
2021-11-09,"Kantar","Linke",6
2021-11-09,"Kantar","FW",NA
2021-11-09,"Kantar","BSW",NA
2021-11-08,"INSA","SPD",26.5
2021-11-08,"INSA","Union",20.5
2021-11-08,"INSA","Green",16
2021-11-08,"INSA","FDP",13.5
2021-11-08,"INSA","AfD",10.5
2021-11-08,"INSA","Linke",5.5
2021-11-08,"INSA","FW",NA
2021-11-08,"INSA","BSW",NA
2021-11-08,"Forsa","SPD",25
2021-11-08,"Forsa","Union",22
2021-11-08,"Forsa","Green",16
2021-11-08,"Forsa","FDP",14
2021-11-08,"Forsa","AfD",9
2021-11-08,"Forsa","Linke",5
2021-11-08,"Forsa","FW",NA
2021-11-08,"Forsa","BSW",NA
2021-11-05,"INSA","SPD",27
2021-11-05,"INSA","Union",21
2021-11-05,"INSA","Green",15
2021-11-05,"INSA","FDP",14
2021-11-05,"INSA","AfD",11
2021-11-05,"INSA","Linke",5
2021-11-05,"INSA","FW",NA
2021-11-05,"INSA","BSW",NA
2021-11-05,"Wahlkreisprognose","SPD",28
2021-11-05,"Wahlkreisprognose","Union",20.5
2021-11-05,"Wahlkreisprognose","Green",15.5
2021-11-05,"Wahlkreisprognose","FDP",14
2021-11-05,"Wahlkreisprognose","AfD",10.5
2021-11-05,"Wahlkreisprognose","Linke",4
2021-11-05,"Wahlkreisprognose","FW",NA
2021-11-05,"Wahlkreisprognose","BSW",NA
2021-11-04,"GMS","SPD",26
2021-11-04,"GMS","Union",21
2021-11-04,"GMS","Green",16
2021-11-04,"GMS","FDP",15
2021-11-04,"GMS","AfD",10
2021-11-04,"GMS","Linke",4
2021-11-04,"GMS","FW",NA
2021-11-04,"GMS","BSW",NA
2021-11-03,"Infratest dimap","SPD",27
2021-11-03,"Infratest dimap","Union",21
2021-11-03,"Infratest dimap","Green",16
2021-11-03,"Infratest dimap","FDP",13
2021-11-03,"Infratest dimap","AfD",10
2021-11-03,"Infratest dimap","Linke",5
2021-11-03,"Infratest dimap","FW",NA
2021-11-03,"Infratest dimap","BSW",NA
2021-11-03,"Civey","SPD",26
2021-11-03,"Civey","Union",22
2021-11-03,"Civey","Green",15
2021-11-03,"Civey","FDP",13
2021-11-03,"Civey","AfD",11
2021-11-03,"Civey","Linke",5
2021-11-03,"Civey","FW",NA
2021-11-03,"Civey","BSW",NA
2021-11-02,"Kantar","SPD",25
2021-11-02,"Kantar","Union",22
2021-11-02,"Kantar","Green",16
2021-11-02,"Kantar","FDP",13
2021-11-02,"Kantar","AfD",10
2021-11-02,"Kantar","Linke",5
2021-11-02,"Kantar","FW",3
2021-11-02,"Kantar","BSW",NA
2021-11-01,"INSA","SPD",27
2021-11-01,"INSA","Union",20
2021-11-01,"INSA","Green",16
2021-11-01,"INSA","FDP",13.5
2021-11-01,"INSA","AfD",11.5
2021-11-01,"INSA","Linke",5
2021-11-01,"INSA","FW",NA
2021-11-01,"INSA","BSW",NA
2021-11-01,"Forsa","SPD",25
2021-11-01,"Forsa","Union",21
2021-11-01,"Forsa","Green",16
2021-11-01,"Forsa","FDP",15
2021-11-01,"Forsa","AfD",9
2021-11-01,"Forsa","Linke",5
2021-11-01,"Forsa","FW",NA
2021-11-01,"Forsa","BSW",NA
2021-10-29,"INSA","SPD",27
2021-10-29,"INSA","Union",21
2021-10-29,"INSA","Green",16
2021-10-29,"INSA","FDP",13
2021-10-29,"INSA","AfD",11
2021-10-29,"INSA","Linke",5
2021-10-29,"INSA","FW",NA
2021-10-29,"INSA","BSW",NA
2021-10-28,"Forschungsgruppe Wahlen","SPD",27
2021-10-28,"Forschungsgruppe Wahlen","Union",20
2021-10-28,"Forschungsgruppe Wahlen","Green",16
2021-10-28,"Forschungsgruppe Wahlen","FDP",14
2021-10-28,"Forschungsgruppe Wahlen","AfD",11
2021-10-28,"Forschungsgruppe Wahlen","Linke",5
2021-10-28,"Forschungsgruppe Wahlen","FW",NA
2021-10-28,"Forschungsgruppe Wahlen","BSW",NA
2021-10-27,"Infratest dimap","SPD",26
2021-10-27,"Infratest dimap","Union",22
2021-10-27,"Infratest dimap","Green",16
2021-10-27,"Infratest dimap","FDP",13
2021-10-27,"Infratest dimap","AfD",10
2021-10-27,"Infratest dimap","Linke",4
2021-10-27,"Infratest dimap","FW",NA
2021-10-27,"Infratest dimap","BSW",NA
2021-10-27,"Civey","SPD",25
2021-10-27,"Civey","Union",21
2021-10-27,"Civey","Green",15
2021-10-27,"Civey","FDP",14
2021-10-27,"Civey","AfD",12
2021-10-27,"Civey","Linke",5
2021-10-27,"Civey","FW",NA
2021-10-27,"Civey","BSW",NA
2021-10-26,"Kantar","SPD",25
2021-10-26,"Kantar","Union",21
2021-10-26,"Kantar","Green",17
2021-10-26,"Kantar","FDP",14
2021-10-26,"Kantar","AfD",11
2021-10-26,"Kantar","Linke",5
2021-10-26,"Kantar","FW",NA
2021-10-26,"Kantar","BSW",NA
2021-10-25,"INSA","SPD",28
2021-10-25,"INSA","Union",20
2021-10-25,"INSA","Green",16
2021-10-25,"INSA","FDP",14
2021-10-25,"INSA","AfD",11
2021-10-25,"INSA","Linke",5
2021-10-25,"INSA","FW",NA
2021-10-25,"INSA","BSW",NA
2021-10-25,"Forsa","SPD",25
2021-10-25,"Forsa","Union",20
2021-10-25,"Forsa","Green",17
2021-10-25,"Forsa","FDP",16
2021-10-25,"Forsa","AfD",9
2021-10-25,"Forsa","Linke",5
2021-10-25,"Forsa","FW",NA
2021-10-25,"Forsa","BSW",NA
2021-10-22,"INSA","SPD",27
2021-10-22,"INSA","Union",20
2021-10-22,"INSA","Green",17
2021-10-22,"INSA","FDP",14
2021-10-22,"INSA","AfD",11
2021-10-22,"INSA","Linke",4
2021-10-22,"INSA","FW",NA
2021-10-22,"INSA","BSW",NA
2021-10-20,"Civey","SPD",25
2021-10-20,"Civey","Union",20
2021-10-20,"Civey","Green",15
2021-10-20,"Civey","FDP",15
2021-10-20,"Civey","AfD",11
2021-10-20,"Civey","Linke",6
2021-10-20,"Civey","FW",NA
2021-10-20,"Civey","BSW",NA
2021-10-19,"Kantar","SPD",25
2021-10-19,"Kantar","Union",21
2021-10-19,"Kantar","Green",16
2021-10-19,"Kantar","FDP",13
